item,count,ref_nos
tender for the purchase of 1000 nos. stun guns with light,1,"[""['572/CSA/Q1B/DCPPANDLL/2019']""]"
1000 nos. electric/ shock baton for use in delhi police,1,"[""['572/CSA/Q1B/DCPPANDLL/2019']""]"
tender for the purchase of explosive detector,1,"[""['537/CSA/Q1B/DCP/PANDL/2019']""]"
non- linear junction detector for use in delhi police,1,"[""['537/CSA/Q1B/DCP/PANDL/2019']""]"
deep search metal detector,1,"[""['537/CSA/Q1B/DCP/PANDL/2019']""]"
tender for setting up of damaged hard disk forensic lab for use in cyber crime cell,1,"[""['513/CSA/Q-1A/DCP/PandL/2019']""]"
obtaining/ fixing rates for service/ repair/ maintenance of air conditioner ( both window,1,"[""['541/CSA(Q-III)/PANDL/2019']""]"
split ) of delhi police during summer season.,1,"[""['541/CSA(Q-III)/PANDL/2019']""]"
tender for hiring of lifting/ lifting/ hauling equipment ( crane ) for use in the traffic unit ( delhi police ) for running in traffic circles,1,"[""['420/HAMTII/DCP/PANDL/2017']""]"
telescopic manipulators for use in delhi police,1,"[""['502/CSA/Q1B/DCP/PandL/2018']""]"
remotely operated vehicle,1,"[""['502/CSA/Q1B/DCP/PandL/2018']""]"
tender for the purchase of blasting machine,1,"[""['502/CSA/Q1B/DCP/PandL/2018']""]"
electronic/ contectless stethoscope,1,"[""['502/CSA/Q1B/DCP/PandL/2018']""]"
purchase of 800000 nos. paper wrist band for written test for the post of mts ( civilian ) in delhi police- 2017.,1,"[""['488/CSA(Q-III)/PandL/2018']""]"
purchase of 10 pups of belgian shepherd,2,"[""['22434/GENL.(II)/CRIME']"", ""['27394/GENL.(II)/CRIME, DATED 20.9.2018']""]"
golden retriever breeds for dog squad of delhi police.,2,"[""['22434/GENL.(II)/CRIME']"", ""['27394/GENL.(II)/CRIME, DATED 20.9.2018']""]"
belgian malinois,2,"[""['22434/GENL.(II)/CRIME']"", ""['27394/GENL.(II)/CRIME, DATED 20.9.2018']""]"
e tender for hiring of 230 nos. ip based mega pixel cctv camera system for use in delhi police.,1,"[""['443/CSA(Q-III)/PANDL/2018']""]"
tender for purchase of 02 nos. day,1,"[""['417/CSA/Q-I9B)/DCP/PANDL/2017']""]"
night mobile vehicle mounted interceptor for speed detection for use in delhi police.,1,"[""['417/CSA/Q-I9B)/DCP/PANDL/2017']""]"
tender for purchase of 01 no. high speed colour inkjet variable date printer with radf scanner for use in delhi police.,1,"[""['372/CSA (Q-1A)/DCP/PANDL/2017']""]"
e- tender for purchase of various ceremonial dress articles for the contingent of delhi police participating in republic day parade- 2018,1,"[""['407/CSA(Q-IV)/DCP-PANDL/2017']""]"
online tender for the purchase of 50840 meters polyamide multi- filament ( nylon ) rope ( 20 meters each ) for use in delhi police.,1,"[""['386/CSA (Q-1A)/DCP/PANDL/2017']""]"
e- tender for hiring of ip cctv camera system to cover the independence day arrangement- 2017 for use in delhi police.,1,"[""['380/CSA(Q-III)DCP-PANDL/2017']""]"
tender for purchase of 410 nos. chair three seater,1,"[""['352/CSA(Q-III)/DCP-PANDL/2017']""]"
106 nos. iron bench with back for use in delhi police.,1,"[""['352/CSA(Q-III)/DCP-PANDL/2017']""]"
tender for award of annual contract for maintenance of various applications software being used in i. t. centre/ phq,1,"[""['319/CSA(Q-III)DCP-PANDL/2016']""]"
tender for the purchase of 11 nos. day,1,"[""['259/CSA/Q1(B)/DCP/PANDL/2016']""]"
night mobile vehicle mounted interceptors for speed detection for use in delhi police,1,"[""['259/CSA/Q1(B)/DCP/PANDL/2016']""]"
purchase of 1500 nos. led bulb ( 09 watt ),1,"[""['247/CSA (Q-1A)/DCP/PANDL']""]"
led tube ( 18 watt ) for use in delhi police.,1,"[""['247/CSA (Q-1A)/DCP/PANDL']""]"
near delhi police society ac- 57 east- i,1,"[""['NIT No.03 S. No.3(16-17)']""]"
improvement of sewer system line in jatav mohalla,3,"[""['NIT NO.4 (16-17) Item No.2']"", ""['NIT NO.6 (16-17) S. NO.1']"", ""['NIT No.03 S. No.3(16-17)']""]"
e- tender for award of comprehensive contract of all makes/ models of kyocera photocopier machines of delhi police for a period of 02 years,1,"[""['210/CSA(Q-III)/DCPPANDL/2016']""]"
award of annual rate contract for repairing painting of mobile iron barricades of delhi police for a period of 01 year,1,"[""['86/CSA/Q-III/DCP/PandL/2014']""]"
new delhi balance work for phase i.,1,"[""['41/EE/CBM DIV. M-122(N)/2015-16']""]"
one electrician at delhi police bhawan asaf ali road central district,1,"[""['10/DPHCL/ENGG/NIT/2025-26']""]"
providing the service of two nos. lift operator,1,"[""['10/DPHCL/ENGG/NIT/2025-26']""]"
running,2,"[""['55/DPHCL/ENGG/NIT/2022-23']"", ""['381/DPHCL/ENGG/NIT/2023-24']""]"
drinking motor pump sets of various locations of north west district,2,"[""['55/DPHCL/ENGG/NIT/2022-23']"", ""['381/DPHCL/ENGG/NIT/2023-24']""]"
operation of stp,4,"[""['383/DPHCL/ENGG/NIT/2023-24']"", ""['55/DPHCL/ENGG/NIT/2022-23']"", ""['381/DPHCL/ENGG/NIT/2023-24']"", ""['18/DPHCL/SE/ENGG/NIT/2021-22']""]"
pcr of delhi police,2,"[""['55/DPHCL/ENGG/NIT/2022-23']"", ""['381/DPHCL/ENGG/NIT/2023-24']""]"
igia,2,"[""['55/DPHCL/ENGG/NIT/2022-23']"", ""['381/DPHCL/ENGG/NIT/2023-24']""]"
ii for 16 lifts of delhi police headquarters,2,"[""['113/DPHCL/ENGG/NIT/2022-23']"", ""['113-A/DPHCL/ENGG/NIT']""]"
providing comprehensive annual maintenance contract for the 02 nos passenger lifts installed at delhi police bhawan asaf ali road delhi.,1,"[""['146/DPHCL/ENGG/2022-23']""]"
providing 24 lift operators at tower i,1,"[""['113/DPHCL/ENGG/NIT/2022-23']""]"
renovation of newly allotted various type govt qtrs in various locations under south west district of delhi police new delhi,2,"[""['13-1/DPHCL/ENGG/NIT/2022-23']"", ""['13/DPHCL/ENGG/NIT/2022-23']""]"
shalimar bagh delhi. sh augmentation of sub- station,1,"[""['85/EE(E)/NWED/PWD/2019-20']""]"
setting up national emergency response system ( ners )- 112 for delhi police at haiderpur,1,"[""['85/EE(E)/NWED/PWD/2019-20']""]"
r. k. puram,26,"[""['78/EE/CBMD M-121(N)/2019-20']"", ""['141/EE/CBMDIV. M-121(N)/2017-18']"", ""['2nd Call 34/EE/CBMDIV. M-121(N)/2015-16']"", ""['35 /EE/CBMDIV. M-121(N)/2014-15']"", ""['106/EE (E)/PWD EMD South West/2020-21']"", ""['65/EE/CBMD M-121(N)/2020-21']"", ""['05/EE/CBMDIV. M-121(N)/2017-18 2nd call']"", ""['224/EE/CBMDIV. M-121(N)/2016-17']"", ""['11/EE/CBM DIV. M-122/2011-12']"", ""['05/EE/CBMDIV. M-121(N)/2017-18']"", ""['129/EE/CBMDIV. M-121(N)/2018-19']"", ""['27/EE/CBMDIV. M-121(N)/2017-18']"", ""['156/EE/CBMDIV. M-121(N)/2018-19']"", ""['141/EE/CBMDIV. M-121(N)/2017-18 2nd call']"", ""['09/EE/CBMD M-121(N)/2021-22']"", ""['158/EE/CBMDIV. M-121(N)/2018-19']"", ""['83/EE (E)/PWD EMD South West/2019-20']"", ""['18/EE/CBMD M-121(N)/2020-21']"", ""['101/EE/CBMDIV. M-121(N)/2018-19']"", ""['100/EE/CBMDIV. M-121(N)/2017-18']"", ""['48/EE/CBMDIV. M-121(N)/2015-16']"", ""['161/EE/CBMDIV. M-121(N)/2017-18']"", ""['30/EE (E)/PWD EMD South West/2021-22']"", ""['99/EE/CBMDIV. M-121(N)/2017-18']"", ""['172/EE/CBMDIV. M-121(N)/2018-19']"", ""['162/EE/CBMDIV. M-121(N)/2017-18']""]"
sec- 12,9,"[""['05/EE/CBMDIV. M-121(N)/2017-18 2nd call']"", ""['78/EE/CBMD M-121(N)/2019-20']"", ""['224/EE/CBMDIV. M-121(N)/2016-17']"", ""['2nd Call 34/EE/CBMDIV. M-121(N)/2015-16']"", ""['05/EE/CBMDIV. M-121(N)/2017-18']"", ""['99/EE/CBMDIV. M-121(N)/2017-18']"", ""['35 /EE/CBMDIV. M-121(N)/2014-15']"", ""['172/EE/CBMDIV. M-121(N)/2018-19']"", ""['162/EE/CBMDIV. M-121(N)/2017-18']""]"
m/ o to delhi police colony,1,"[""['2nd Call 34/EE/CBMDIV. M-121(N)/2015-16']""]"
new delhi. ( sh- misc. civil works ).,2,"[""['2nd Call 34/EE/CBMDIV. M-121(N)/2015-16']"", ""['35 /EE/CBMDIV. M-121(N)/2014-15']""]"
renovation of ei at reception centre,1,"[""['09/EE(E)/PWD EMD M-453/2015-16']""]"
delhi. (s.h. sitc of cassette type split ac).,1,"[""['09/EE(E)/PWD EMD M-453/2015-16']""]"
water supply system at delhi police special cell,1,"[""['34/2012-13/CBM DIV- M-421/Delhi.']""]"
lodhi road,3,"[""['67/South-East(B)M/New Delhi/2017-18']"", ""['59/2012-13/CBM DIV- M-421/Delhi']"", ""['34/2012-13/CBM DIV- M-421/Delhi.']""]"
upgradation of sewerline,1,"[""['34/2012-13/CBM DIV- M-421/Delhi.']""]"
storm water drainage,1,"[""['34/2012-13/CBM DIV- M-421/Delhi.']""]"
new delhi. (sh- refilling of fire extinguishers),1,"[""['35/AE(E)M4531/PWD EMD M453/2012-13']""]"
pump set at delhi police bhawan,1,"[""['35/AE(E)M4531/PWD EMD M453/2012-13']""]"
rmo dg set,12,"[""['06/EE(E)/HMED(C)/PWD/2022-23']"", ""['06/AEE/HC-5/HMEDC/PWD/23-24']"", ""['20/AEE/HC-5/HMED(C)/PWD/22-23']"", ""['21 /EE (E)/PWD DHC and ND/Central /2017-18']"", ""['11/ AEE/HC-5/HMED(C)/PWD/24-25']"", ""['35/AE(E)M4531/PWD EMD M453/2012-13']"", ""['06/AE(E)/HC-5/HMED(C)/2022-23']"", ""['446 /EE (E)/PWD DHC and ND/Central /2017-18']"", ""['155/EE(E)/PWDDHC,ND/C/2021-22']"", ""['22 /EE (E)/PWD DHC and ND/Central /2017-18/']"", ""['04/AE(E)/HC-5/HMEDC/PWD/23-24']"", ""['29/EE (E)/ DHC and ND /CENTRAL/15-16']""]"
new delhi. ( sh- refilling of fire extinguishers ),1,"[""['35/AE(E)M4531/PWD EMD M453/2012-13']""]"
haryana state office,2,"[""['DSO/ENG/LT-61/ 2022-23']"", ""['RCC/NR/DSO/ENG/LT-245/22-23']""]"
safdarjung enclave,4,"[""['DSO/ENG/LT-61/ 2022-23']"", ""['123/EE/CBMD M-121(N)/2019-20']"", ""['69/EE/CBMD M-121(N)/2019-20']"", ""['225/EE/CBMDIV. M-121(N)/2017-18']""]"
new delhi under indianoil csr work under delhi,1,"[""['DSO/ENG/LT-61/ 2022-23']""]"
installation of swings with astro turf at delhi police public school,1,"[""['DSO/ENG/LT-61/ 2022-23']""]"
structure stability audit of the multi- storey structures 02 nos. of police colony south rohini sector- 3 under rohini district delhi police.,1,"[""['147/DPHCL/ENGG/2022-23']""]"
maintenance of additional cctv camera system in 208 police stations of delhi police,1,"[""['BEL-KOT/SCR/2022-23/CCTV']""]"
up- gradation of existing cctv camera system,1,"[""['BEL-KOT/SCR/2022-23/CCTV']""]"
drinking water bottle to 524 nos. of police personnel in delhi police.,1,"[""['646/CSA(Q-III)/PANDL/2020']""]"
lemon water,1,"[""['646/CSA(Q-III)/PANDL/2020']""]"
tender for providing raw material on daily basis for refreshment,1,"[""['646/CSA(Q-III)/PANDL/2020']""]"
delhi. 2. repair/ replacement of ei,1,"[""['42 /EE (E)/PWD DHC and ND/Central /2018-19']""]"
fans at police station,2,"[""['133/EE(E)/PWD EMD-M-South/2017-18']"", ""['42 /EE (E)/PWD DHC and ND/Central /2018-19']""]"
jama masjid,2,"[""['44 /EE (E)/PWD DHC and ND/Central /2018-19']"", ""['42 /EE (E)/PWD DHC and ND/Central /2018-19']""]"
bomb disposal squad at yamuna bazar,1,"[""['42 /EE (E)/PWD DHC and ND/Central /2018-19']""]"
electrical work of delhi police office at summon warrant cell,1,"[""['42 /EE (E)/PWD DHC and ND/Central /2018-19']""]"
delhi police museum at npl kingsway camp delhi ( sh- electric work ),1,"[""['57/2020-21/EMD M-351/AE(E)M-3513']""]"
fixing of pre rcc drain cover at delhi police academy jharoda kalan west,1,"[""['14/DPHCL/ENGG/NIT/2025-26']""]"
east campuses delhi,1,"[""['14/DPHCL/ENGG/NIT/2025-26']""]"
reg repair of drain,1,"[""['14/DPHCL/ENGG/NIT/2025-26']""]"
replacement of defective/ missing street light under west electrical division,1,"[""['143/EE(E)/West Elect Div(M-131N)/PWD/2023-24']""]"
providing street lights at dark spot identified by delhi police,1,"[""['143/EE(E)/West Elect Div(M-131N)/PWD/2023-24']""]"
pwd,46,"[""['116/EE/CBMDIV. M-121(N)/2016-17 2nd call']"", ""['108/EE(E)/NWED/PWD/2016-17']"", ""['07/AE/M-3322/PWD/2013-14']"", ""['76/EE/PWD/N-W B-I/2019-20']"", ""['97/EE(E)/NWED/PWD/2021-22']"", ""['62/EE/PWD SOUTH BUILDING/2023-2024']"", ""['15/EE(E)/EMD M-South/PWD/2022-23/3rd Call']"", ""['15/EE(E)/EMD M-South/PWD/2022-23']"", ""['152/EE/PWD/NWB/2021-22 (3RD CALL)']"", ""['27/EE/PWD/N-W B-I/2018-19']"", ""['152/EE/PWD/NWB/2021-22 (2ND CALL)']"", ""['107/EE/CBMDIV. M-121(N)/2016-17']"", ""['152/EE/PWD/NWB/2021-22']"", ""['170/EE/PWD/N-W B-I/2017-18']"", ""['17/EE/M-332/PWD/2013-14']"", ""['22/EE/PWD/N-W B-I/2018-19']"", ""['97/EE/PWD/NWB-I/2020-21 (2ND CALL)']"", ""['95/EE/PWD/N-W B-I/2017-18']"", ""['70/DD(H)/Health/PWD/2016-17']"", ""['18/EE/PWD/ SOUTH  BUILDING (M)/2019-20']"", ""['116/EE/PWD/N-W B-I/2018-19']"", ""['94/EE/SRD-1/PWD/2018-19']"", ""['29/EE/PWD/N-W/B-I/2016-17']"", ""['134/EE/PWD/N-W B-I/2018-19']"", ""['08/EE(E)/NWED/PWD/2016-17']"", ""['41/EE/PWD/BUILDING SOUTH(M)/2016-17']"", ""['28/EE/PWD/N-W B-I/2018-19']"", ""['103/EE(E)/NWED/PWD/2019-20']"", ""['14/EE/PWD/N-W B-I/2018-19']"", ""['41/EE/PWD/BUILDING SOUTH(M)/2016-17 (2ND CALL)']"", ""['15/EE(E)/NWED/PWD/2021-22']"", ""['97/EE/PWD/N-W B-I/2020-21']"", ""['107/EE/CBMDIV. M-121(N)/2016-17 3rd call']"", ""['168/EE/PWD/N-W B-I/2016-17']"", ""['09/EE/SRD-1/PWD/2018-19']"", ""['09/EE/NR/PWD/21-22/Delhi']"", ""['116/EE/CBMDIV. M-121(N)/2016-17']"", ""['106/EE(E)/NWED/PWD/2016-17']"", ""['38/EE/PWD/N-W B-I/2018-19']"", ""['17/EE/PWD/ SOUTH  BUILDING (M)/2019-20']"", ""['143/EE(E)/West Elect Div(M-131N)/PWD/2023-24']"", ""['19/EE/NR/PWD/24-25/Delhi']"", ""['94/EE/PWD/N-W B-I/2016-17']"", ""['29(R)/EE/PWD/N-W/B-I/2016-17']"", ""['107/EE/CBMDIV. M-121(N)/2016-17 2nd call']"", ""['08/AE/M-3322/PWD/2013-14']""]"
daryaganj,3,"[""['129 /EE (E)/PWD DHC and ND/Central /2017-18']"", ""['464 /EE (E)/PWD DHC and ND/Central /2016-17']"", ""['203/EE E/PWD/DHC and ND/Central/2020-21']""]"
r. m. o. 3 nos. passenger lifts installed at delhi police bhawan,1,"[""['203/EE E/PWD/DHC and ND/Central/2020-21']""]"
daryaganj delhi.,1,"[""['81/EE (E)/PWD DHC and ND/Central /2019-20']""]"
r. m. o. 3 nos passenger lifts installed at delhi police bhawan,1,"[""['81/EE (E)/PWD DHC and ND/Central /2019-20']""]"
levelling,1,"[""['13/EE/PWD/NECBMD/M-222/19-20']""]"
preparing the layer of good earth on the play ground in delhi police public school at pts,1,"[""['13/EE/PWD/NECBMD/M-222/19-20']""]"
construction of multipurpose court,1,"[""['13/EE/PWD/NECBMD/M-222/19-20']""]"
new delhi during 2018- 19.,17,"[""['158/EE/CBMDIV. M-121(N)/2018-19']"", ""['21/South-East(B)M/New Delhi/2019-20.']"", ""['117/South-East(B)M/New Delhi/2018-19.']"", ""['117/South-East(B)M/New Delhi/2018-19']"", ""['118/South-East(B)M/New Delhi/2018-19']"", ""['157/EE/CBMDIV. M-121(N)/2018-19']"", ""['118/South-East(B) M/New Delhi/2018-19']"", ""['69/South-East(B)M/New Delhi/2018-19.']"", ""['54/EE/PWD/BUILDING SOUTH/2018-19.']"", ""['30/South-East(B)M/New Delhi/2018-19']"", ""['18/South-East(B)M/New Delhi/2018-19']"", ""['121/EE/CBMDIV. M-121(N)/2018-19 2nd call']"", ""['104/EE/CBMDIV. M-121(N)/2018-19']"", ""['143/EE/CBMDIV. M-121(N)/2018-19']"", ""['105/EE/CBMDIV. M-121(N)/2018-19']"", ""['121/EE/CBMDIV. M-121(N)/2018-19']"", ""['172/EE/CBMDIV. M-121(N)/2018-19']""]"
supplying modular office furniture,4,"[""['117/South-East(B)M/New Delhi/2018-19.']"", ""['117/South-East(B)M/New Delhi/2018-19']"", ""['118/South-East(B)M/New Delhi/2018-19']"", ""['118/South-East(B) M/New Delhi/2018-19']""]"
chair for reception hall delhi police licensing unit,2,"[""['117/South-East(B)M/New Delhi/2018-19.']"", ""['117/South-East(B)M/New Delhi/2018-19']""]"
enclosures etc. installed for afpis finger print bureau,2,"[""['28678/GENL.(II)/CRIME, DATED 28.09.2018']"", ""['16662']""]"
annual maintenance contract for hp servers,2,"[""['28678/GENL.(II)/CRIME, DATED 28.09.2018']"", ""['16662']""]"
switches,2,"[""['28678/GENL.(II)/CRIME, DATED 28.09.2018']"", ""['16662']""]"
tft monitor,2,"[""['28678/GENL.(II)/CRIME, DATED 28.09.2018']"", ""['16662']""]"
commissioning of 33/11kv,1,"[""['01/EE(E)C-VI/2017-18']""]"
16/20mva power transformers at delhi police headquarter,1,"[""['01/EE(E)C-VI/2017-18']""]"
b 1 block,1,"[""['22 /EE/ PWD-M-132(N)/2016-17']""]"
new delhi civil work,1,"[""['22 /EE/ PWD-M-132(N)/2016-17']""]"
eor to renovation of delhi police officers flats at a 3,1,"[""['22 /EE/ PWD-M-132(N)/2016-17']""]"
nangli zalib,1,"[""['22 /EE/ PWD-M-132(N)/2016-17']""]"
janak puri,2,"[""['22 /EE/ PWD-M-132(N)/2016-17']"", ""['67/EE/ PWD-M-132(N)/2018-19']""]"
security light at delhi police bhawan asaf ali road delhi. sh misc. air conditioner work.,1,"[""['102/EE(E)/PWDEMDm-453/14-15']""]"
fans airconditioner equipments,1,"[""['102/EE(E)/PWDEMDm-453/14-15']""]"
fans a.c equipment,1,"[""['68/EMD M-453/2014-15']""]"
security light at delhi police bhawan asaf ali road new delhi.( sh wiring at various floors).,1,"[""['68/EMD M-453/2014-15']""]"
fans a. c equipment,1,"[""['68/EMD M-453/2014-15']""]"
security light at delhi police bhawan asaf ali road new delhi. ( sh wiring at various floors ).,1,"[""['68/EMD M-453/2014-15']""]"
ac equipment,1,"[""['25/AE(E)M4531/PWD EMD M453/2012-13']""]"
new delhi. (sh-sitc of wall fan.),1,"[""['25/AE(E)M4531/PWD EMD M453/2012-13']""]"
new delhi. ( sh- sitc of wall fan. ),1,"[""['25/AE(E)M4531/PWD EMD M453/2012-13']""]"
result for construction of culvert near delhi police secondary school near transformer in arjun nagar in ward no. 150/ sz,1,"[""['EE(M-I)/SZ/TC/2025-26/01']""]"
publicity,1,"[""['678/CSA(Q-III)/PANDL/2023']""]"
expression of interest for fresh empanelment of audio video producers,1,"[""['678/CSA(Q-III)/PANDL/2023']""]"
to review the existing panel with delhi police for the work of advertising,1,"[""['678/CSA(Q-III)/PANDL/2023']""]"
red kala,1,"[""['GEM/2024/B/4472672']""]"
color blue,2,"[""['GEM/2024/B/4472672']"", ""['GEM/2023/B/3002747']""]"
blue beret cap with red chindi along with delhi police taj silver for women,1,"[""['GEM/2024/B/4472672']""]"
scarf,1,"[""['GEM/2023/B/3002747']""]"
red kalangi,1,"[""['GEM/2023/B/3002747']""]"
blue beret cap with red chindi along with delhi police taj silver,1,"[""['GEM/2023/B/3002747']""]"
further extendable to two years.,1,"[""['21594/D-1/HAA BRANCH/TRAFFIC']""]"
tender for award of annual contract for minor repair works in traffic,1,"[""['21594/D-1/HAA BRANCH/TRAFFIC']""]"
delhi police for a period of one year,1,"[""['21594/D-1/HAA BRANCH/TRAFFIC']""]"
tender for award of annual contract for minor works in east district of delhi police for a period of one year further extendable to two years.,1,"[""['35543/ADMN-I/EAST DISTRICT']""]"
tender for award of annual contrat for minor works in central district,1,"[""['10382/ADMN-I/CENTRAL DISTRICT']""]"
delhi police for a period of one year further extendable to two years.,2,"[""['9617-9681/SPUWAC/GENL. BR, DATED 11.09.2020']"", ""['10382/ADMN-I/CENTRAL DISTRICT']""]"
tender for award of annual contract for minor works in west distt of delhi police for a period of 01 year further extendable for 02 years,1,"[""['10798-898/ADMN-III/WEST DISTT']""]"
tender for award of annual contract for minor works in south district of delhi police for a period of one year further extendable to two years.,1,"[""['01/ADMN-II/SOUTH DISTRICT']""]"
tender for award of annual contract for minor works in shahadara district in delhi police for a period of one year further extendable for two years.,1,"[""['19297-360/ADMN-I/SHAHADARA DISTRICT']""]"
tender for award of annual contract of minor works in outer district of delhi police for a period of one year further extendable to two years.,1,"[""['20365-465/A-I/ADMN. BR./OUTER DISTRICT']""]"
tender for award of annual contract for minor work in rohini district delhi police for a period of one year further extendable to two years.,1,"[""['40081-40130/ADMN-I/ROHINI DISTRICT/DELHI POLICE']""]"
tender for award of annual contract for minor works in security unit of delhi police for a period of one year further extendable to two years.,1,"[""['40213-40278/GENL-I(M)/SECURITY UNIT']""]"
purchase of equipment/ gadgets for use in cyber cell,1,"[""['634/CSA(Q-1A)DCP/PandL']""]"
crime branch of ps old kotwali,2,"[""['634/CSA(Q-1A)DCP/PandL']"", ""['618/CSA(Q-1A)DCP/PANDL/2020']""]"
tender for award of annual contract for minor work in spuwac/ spuner,1,"[""['9617-9681/SPUWAC/GENL. BR, DATED 11.09.2020']""]"
purchase of equipments,1,"[""['618/CSA(Q-1A)DCP/PANDL/2020']""]"
gadgets for use in the cyber cell,1,"[""['618/CSA(Q-1A)DCP/PANDL/2020']""]"
delhi police for a period of 01 year.,1,"[""['564/CSA(Q-III)/PANDL/2019']""]"
annual maintenance contract for various applications/ softwares being used in computer centre/ scrb,1,"[""['564/CSA(Q-III)/PANDL/2019']""]"
tender for purchase of 06 nos. explosive detectors,1,"[""['285/CSA/Q-I(B)/DCP-PANDL/2016']""]"
01 no. mine detector ( deep search metal detector ) for use in delhi police,1,"[""['285/CSA/Q-I(B)/DCP-PANDL/2016']""]"
online tender for purchase of 1519 nos. room heater ( double rod ),1,"[""['309/CSA (Q-1A)/DCP/PANDL/2016']""]"
597 nos. heat convector for use in delhi police.,1,"[""['309/CSA (Q-1A)/DCP/PANDL/2016']""]"
e- tender for purchase of various ceremonial dress articles for use of contingent of delhi police participating in republic day parade- 2017,1,"[""['290/CSA(Q-IV/DCP-PANDL/2016']""]"
tender for award of comprehensive annual contract for amc of all make/ models of panasonic photostat machines of delhi police for a period of 01 year,1,"[""['134/CSA(Q-III)/DCP-PANDL/2015']""]"
award of comprehensive annual maintenance contract of all make/ model of toshiba photocopier machines of delhi police for a period of 2 years.,1,"[""['49/CSA(Q-III)/DCP-Pandl']""]"
filling,1,"[""['10/DPHCL/ENGG/NIT/2023-24']""]"
lhs ).,1,"[""['10/DPHCL/ENGG/NIT/2023-24']""]"
outer north district,1,"[""['10/DPHCL/ENGG/NIT/2023-24']""]"
sewer line work at the site of porta cabin being constructed at the land allotted to delhi police for the construction of police station swaroop nagar,1,"[""['10/DPHCL/ENGG/NIT/2023-24']""]"
delhi ( rhs,1,"[""['10/DPHCL/ENGG/NIT/2023-24']""]"
providing the service of 24 nos lift operators at tower i,1,"[""['358/DPHCL/ENGG/NIT/2024-25']""]"
new delhi during 2024- 25,1,"[""['358/DPHCL/ENGG/NIT/2024-25']""]"
ii for delhi police headquarters,1,"[""['358/DPHCL/ENGG/NIT/2024-25']""]"
west district,12,"[""['392/DPHCL/ENGG/NIT/2024-25']"", ""['07/DPHCL/ENGG/NIT/2024-25']"", ""['82/DPHCL/ENGG/NIT/2024-25']"", ""['103/DPHCL/ENGG/NIT/2024-25']"", ""['142/DPHCL/ENGG/NIT/2024-25']"", ""['55/DPHCL/ENGG/NIT/2024-25']"", ""['130/DPHCL/ENGG/NIT/2024-25']"", ""['71/DPHCL/ENGG/NIT/2024-25']"", ""['143/DPHCL/ENGG/NIT/2024-25']"", ""['83/DPHCL/ENGG/NIT/2024-25']"", ""['141/DPHCL/ENGG/NIT/2024-25']"", ""['124/DPHCL/ENGG/NIT/2024-25']""]"
mig flate rajouri garden,1,"[""['142/DPHCL/ENGG/NIT/2024-25']""]"
regarding repair work in vacant type- iv govt. qtrs. of delhi police on priority,1,"[""['142/DPHCL/ENGG/NIT/2024-25']""]"
drinking motor pump sets of ptc delhi police dwarka delhi.,1,"[""['383/DPHCL/ENGG/NIT/2023-24']""]"
amc of 250 kld sewerage treatment plants including running,1,"[""['383/DPHCL/ENGG/NIT/2023-24']""]"
drinking motor pump sets of ptc delhi police dwarka delhi,1,"[""['18/DPHCL/SE/ENGG/NIT/2021-22']""]"
amc of 250 kld sewerage treatment plant including running,1,"[""['18/DPHCL/SE/ENGG/NIT/2021-22']""]"
mechanical services at prison complex mandoli delhi. ( sh ei work at temporary jail at delhi police housing complex mandoli ),1,"[""['26/EE(E)/OPED/PWD/2020-21']""]"
rmo of various electrical,1,"[""['26/EE(E)/OPED/PWD/2020-21']""]"
new delhi during 2019- 20,1,"[""['19/South-East(B)M/New Delhi/2019-20']""]"
police licensing unit,1,"[""['19/South-East(B)M/New Delhi/2019-20']""]"
supplying modular furniture,1,"[""['19/South-East(B)M/New Delhi/2019-20']""]"
chairs for new blocks- gr floor- delhi,1,"[""['19/South-East(B)M/New Delhi/2019-20']""]"
ii delhi police licensing unit,3,"[""['118/South-East(B) M/New Delhi/2018-19']"", ""['06/South-East(B)M/New Delhi/2019-20']"", ""['118/South-East(B)M/New Delhi/2018-19']""]"
chair for lounge- i,3,"[""['118/South-East(B) M/New Delhi/2018-19']"", ""['06/South-East(B)M/New Delhi/2019-20']"", ""['118/South-East(B)M/New Delhi/2018-19']""]"
replacement of panels,3,"[""['320 /EE (E)/PWD DHC and ND/Central /2017-18']"", ""['73/AE(E) M-4512/PWD DHC ND/C/2017-18']"", ""['320/EE (E)/PWD DHC and ND/Central /2017-18']""]"
80 kva servo stabilizer in delhi polices wireless repeater station at ndmc headquarter building,2,"[""['320 /EE (E)/PWD DHC and ND/Central /2017-18']"", ""['320/EE (E)/PWD DHC and ND/Central /2017-18']""]"
wiring with timer control,3,"[""['320 /EE (E)/PWD DHC and ND/Central /2017-18']"", ""['73/AE(E) M-4512/PWD DHC ND/C/2017-18']"", ""['320/EE (E)/PWD DHC and ND/Central /2017-18']""]"
drinking water supply pump set installed at delhi police bhawan,4,"[""['21 /EE (E)/PWD DHC and ND/Central /2017-18']"", ""['446 /EE (E)/PWD DHC and ND/Central /2017-18']"", ""['155/EE(E)/PWDDHC,ND/C/2021-22']"", ""['22 /EE (E)/PWD DHC and ND/Central /2017-18/']""]"
1. rmo elect.,1,"[""['430 /EE (E)/PWD DHC and ND/Central /2016-17']""]"
